,Date,Title,URLs,Views
VM607:1 ,30/01/2024,Las Vegas Mayors Cup-Colegio Tijuana vs La Roca DB-U15 Tournament Soccer,https://www.youtube.com/watch?v=gqbbVec9haY,"18,493 views"
VM607:1 ,30/01/2024,Las Vegas Mayors Cup-La Roca DB vs Lemoore Titans-U15 Tournament Soccer,https://www.youtube.com/watch?v=6TnXJC6jJ0w,"987,682 views"
VM607:1 ,30/01/2024,Las Vegas Mayors Cup-Prime KVO vs La Roca DB-U15 tournment soccer,https://www.youtube.com/watch?v=KVsgxezYKvU,"4,043 views"
VM607:1 ,30/01/2024,NUU United CV vs La Roca DB-U15 D1 Soccer,https://www.youtube.com/watch?v=vGW_kdhTBxY,"1,377 views"
VM607:1 ,30/01/2024,Strikers BU vs La Roca DB-U15 D1 Soccer,https://www.youtube.com/watch?v=ZkJXwfEkDL8,"3,001 views"
VM607:1 ,30/01/2024,Utah Glory BT vs Wasatch SD-U11 Premier Soccer,https://www.youtube.com/watch?v=bWEMW8yvkTc,"551,847 views"
VM607:1 ,30/01/2024,Forza DN vs Wasatch SD-U11 Premier Soccer,https://www.youtube.com/watch?v=voqmBEtBXV4,"32,088 views"
VM607:1 ,30/01/2024,Wasatch SD vs HVSC Storm-U11 Premier Soccer,https://www.youtube.com/watch?v=iS7GGf5qK7c,"14,361 views"
VM607:1 ,30/01/2024,Ogden Valley Impact vs Strikers PP-U14A Girls Soccer,https://www.youtube.com/watch?v=6cEI9RNH_G0,"6,384 views"
VM607:1 ,30/01/2024,La Roca DB vs Utah Valley United-U15 D1 Soccer,https://www.youtube.com/watch?v=3TEGDQBHYi0,"2,456 views"
VM607:1 ,30/01/2024,Salt Lake FC vs La Roca DB-U15 D1 Soccer,https://www.youtube.com/watch?v=689shAyK_D4,"2,570 views"
VM607:1 ,30/01/2024,Wasatch SD vs La Roca CB-U11 Premier Soccer,https://www.youtube.com/watch?v=TBgY5lZTTws,"207,638 views"
VM607:1 ,30/01/2024,La Roca S RO vs La Roca DB- U15 D1 Boys Soccer,https://www.youtube.com/watch?v=jR9vSw-3Nhk,"2,679 views"
VM607:1 ,30/01/2024,Wasatch SD vs Forza South CW- U11 Premier Soccer,https://www.youtube.com/watch?v=wY7iDie0n_U,"24,316 views"
VM607:1 ,30/01/2024,Utah FC Black vs La Roca DB-U15 D1Boys Soccer,https://www.youtube.com/watch?v=W932YOXRuNY,"2,534 views"
VM607:1 ,30/01/2024,L30 Vipers BN vs Wasatch SD-U11 Boys Soccer,https://www.youtube.com/watch?v=rI_ovorhMhU,"29,009 views"
VM607:1 ,30/01/2024,La Roca DB vs Shooters JB-U15 D1 Boys Soccer,https://www.youtube.com/watch?v=e_gdlUDiTD0,"6,727 views"
VM607:1 ,30/01/2024,USA SM vs Wasatch SD-U11 Premier Boys soccer,https://www.youtube.com/watch?v=qp7DfqYTAT0,"8,626 views"
VM607:1 ,30/01/2024,La Roca DB vs Wasatch HH-U15 D1 Boys soccer,https://www.youtube.com/watch?v=v370DWM0ypQ,890 views
VM607:1 ,30/01/2024,Utah Olympia vs La Roca DB-U15 D1 Boys Soccer,https://www.youtube.com/watch?v=0ksXQNDhclU,"4,646 views"
VM607:1 ,30/01/2024,Nebo United BB vs Wasatch Elite SD-U11 Premier soccer,https://www.youtube.com/watch?v=OOYIciwQBYk,"17,823 views"
VM607:1 ,30/01/2024,La Roca DB vs Utah Surf BH-U15 D1 Boys Soccer,https://www.youtube.com/watch?v=-NlHiI3Fdh8,"1,148 views"
VM607:1 ,30/01/2024,Mayors Cup 2016-U15 Silver Championship Final-La Roca DB vs Forza TO,https://www.youtube.com/watch?v=P1iSSKtu9_Q,"1,698 views"
VM607:1 ,30/01/2024,Mayors Cup 2016- U11 Premier Championship Final- Forza DA vs Wasatch SD,https://www.youtube.com/watch?v=LvXdLGK_M5U,"12,805 views"
VM607:1 ,30/01/2024,Mayors Cup 2016-Wasatch CH vs Wasatch SD-U11 Boys Tournament Soccer,https://www.youtube.com/watch?v=acFdTNuSePQ,"9,798 views"
VM607:1 ,30/01/2024,Mayors Cup 2016-Wasatch SD vs Forza West DA-U11 Boys Tournament Soccer.,https://www.youtube.com/watch?v=JMvv7iFk0lM,"16,911 views"
VM607:1 ,30/01/2024,La Roca DB vs Utah Surf BRH-U15 2002 Boys Soccer,https://www.youtube.com/watch?v=C2uTaGFccpM,"2,756 views"
VM607:1 ,30/01/2024,Mayor's Cup 2016-La Roca DB vs Wasatch TB-U15 Boys Tournament Soccer,https://www.youtube.com/watch?v=ly0AgE0iC00,"1,113 views"
VM607:1 ,30/01/2024,Mayor's Cup 2016-La Roca RH vs Wasatch SD-U11 Premier Boys Tournament Soccer,https://www.youtube.com/watch?v=7AUsPAZyG-k,"18,959 views"
VM607:1 ,30/01/2024,Mayors Cup 2016-Wasatch SD vs Forza DN-U11Premier Boys tournament soccer,https://www.youtube.com/watch?v=xttqWRs4B08,"16,879 views"
VM607:1 ,30/01/2024,Wasatch SD vs Comba Yellow-U11 Premier boys soccer,https://www.youtube.com/watch?v=ppiH8UY5aVA,"63,786 views"
VM607:1 ,30/01/2024,Strikers PP vs Wasatch AF-U14 Girls Soccer,https://www.youtube.com/watch?v=Jf-SaFA6R5w,"5,597 views"
VM607:1 ,30/01/2024,Pinon vs Aztlan. Sunday League Youth Soccer,https://www.youtube.com/watch?v=Yko94WKx78A,"80,412 views"
VM607:1 ,30/01/2024,Park City Cup 2016-U15 Semi Final. La Roca DB vs Strikers BUDR,https://www.youtube.com/watch?v=h5CtrFmlFXQ,"2,640 views"
VM607:1 ,30/01/2024,Park City Cup 2016-Wasatch SD vs Forza West CA-U11 boys tournament soccer,https://www.youtube.com/watch?v=7gQDo2JWpuU,"37,255 views"
VM607:1 ,30/01/2024,Park City Cup 2016-Sparta DKJ vs Wasatch SD-U11 boys Tournament Soccer,https://www.youtube.com/watch?v=_hh-A5Of7hw,"38,010 views"
VM607:1 ,30/01/2024,Park City Cup 2016-Apex Black vs Wasatch SD-U11 boys tournament soccer,https://www.youtube.com/watch?v=sv9EkifS3M4,"11,059 views"
VM607:1 ,30/01/2024,Park City Cup 2016-La Roca DB vs Blue Knights CE-U15 tournament Soccer,https://www.youtube.com/watch?v=icQbCyQKb7s,"4,419 views"
VM607:1 ,30/01/2024,La Roca Cup 2016 U15 Championship Final-Washington Rush vs La Roca DB,https://www.youtube.com/watch?v=-5A4yDA-jII,"18,268 views"
VM607:1 ,30/01/2024,La Roca Cup 2016 U15 Semi Final-Forza GP1 vs La Roca DB,https://www.youtube.com/watch?v=o4Jst3E_I3s,"1,112 views"
VM607:1 ,30/01/2024,La Roca Cup 2016 U11 Semi Final-Wasatch SD vs Aggies TF,https://www.youtube.com/watch?v=KEWdRcatORo,"81,855 views"
VM607:1 ,30/01/2024,La Roca Cup 2016-La Roca FD vs Wasatch TM-U16 Girls soccer,https://www.youtube.com/watch?v=EdwtOrnNfnk,341 views
VM607:1 ,30/01/2024,La Roca Cup 2016-Wasatch SD vs La Roca WM_U11 tournament Soccer,https://www.youtube.com/watch?v=dRFtxbiVSJA,"79,136 views"
VM607:1 ,30/01/2024,La Roca Cup 2016-Wasatch SD vs USA SM U11 tournament soccer,https://www.youtube.com/watch?v=zRoAY8SaSHk,"17,557 views"
VM607:1 ,30/01/2024,La Roca Cup 2016-La Roca DB vs Strikers BUDR U15 soccer,https://www.youtube.com/watch?v=cjuCkWyE81w,"1,118 views"
VM607:1 ,30/01/2024,Pinon vs Aztlan-U9 Sunday League Soccer Highlights,https://www.youtube.com/watch?v=-DUutf3CMGw,"35,596 views"
VM607:1 ,30/01/2024,Pinon vs Tapatio-U9 Sunday League Soccer Highlights,https://www.youtube.com/watch?v=tFwQemPNYV4,"4,352 views"
VM607:1 ,30/01/2024,Pinon vs Peques-U9 Sunday League Soccer Highlights,https://www.youtube.com/watch?v=OZbSXrNKVpA,"28,296 views"
VM607:1 ,30/01/2024,Pinon vs Aguilitas-U9 Sunday League Soccer Highlights,https://www.youtube.com/watch?v=RQjEkCKU_Rw,"76,723 views"
VM607:1 ,30/01/2024,BE United vs La Roca DB _U14 Soccer Highlights,https://www.youtube.com/watch?v=ltcVjRlHeQc,"5,267 views"
VM607:1 ,30/01/2024,Pinon vs Spikes -Sunday League Youth Soccer Highlights,https://www.youtube.com/watch?v=bHxT9G49THo,"587,114 views"
VM607:1 ,30/01/2024,La Roca LL vs La Roca JR - U10 B Soccer Highlights,https://www.youtube.com/watch?v=qsbGcVEIoqs,"1,477 views"
VM607:1 ,30/01/2024,La Roca DB vs FC Bayern KS - U14 Soccer Highlights,https://www.youtube.com/watch?v=Mk9ioUQyJRg,"8,827 views"
VM607:1 ,30/01/2024,La Roca DB vs SWAT United BB - U14 Soccer Highlights,https://www.youtube.com/watch?v=WsscWPdfbCc,691 views
VM607:1 ,30/01/2024,La Roca EC vs Murray Max Black - U11 Premier Girls Soccer Highlights,https://www.youtube.com/watch?v=C2hxRqE4ncA,"3,609 views"
VM607:1 ,30/01/2024,Vipers BN/CD vs La Roca HW - U9A Soccer Highlights,https://www.youtube.com/watch?v=QULzMCvLjug,"154,949 views"
VM607:1 ,30/01/2024,Pinon vs Aztlan-U9 Sunday League soccer,https://www.youtube.com/watch?v=-0_ulH44D0o,"1,317,451 views"
VM607:1 ,30/01/2024,Strikers CB vs La Roca LL - U10B soccer Highlights,https://www.youtube.com/watch?v=oyBKvpTLnYw,509 views
VM607:1 ,30/01/2024,La Roca DC vs La Roca CS -U13 Premier Soccer Highlights,https://www.youtube.com/watch?v=lBefbFEXSJs,"3,963 views"
VM607:1 ,30/01/2024,La Roca WMW vs Forza PT - U10A Soccer Highlights,https://www.youtube.com/watch?v=BwdnnnfLpJA,"1,003 views"
VM607:1 ,30/01/2024,La Roca DC vs Impact NS - U13 Premier soccer highlights,https://www.youtube.com/watch?v=iw0fun--6uc,"4,371 views"
VM607:1 ,30/01/2024,La Roca HW vs Wasatch SD - UYSA U9A soccer,https://www.youtube.com/watch?v=sb8Ilrqu72k,"75,609 views"
VM607:1 ,30/01/2024,La Roca DB vs Aggies DW - UYSA U14 Soccer,https://www.youtube.com/watch?v=kpwmstf3X-Y,"3,309 views"
VM607:1 ,30/01/2024,La Roca HW vs L30 Barca - UYSA U9A soccer,https://www.youtube.com/watch?v=40UtywWapmM,"8,103 views"
VM607:1 ,30/01/2024,Wasatch JD vs La Roca HW - UYSA U9A Soccer,https://www.youtube.com/watch?v=-zTo8s7joq0,"9,514 views"
VM607:1 ,30/01/2024,United Wildcats vs La Roca HW - UYSA U9A Soccer,https://www.youtube.com/watch?v=sPbxy-U8lBk,"5,622 views"
VM607:1 ,30/01/2024,Forza KR vs La Roca DB - UYSA U14 Soccer,https://www.youtube.com/watch?v=vKCe2jt00WQ,"2,836 views"
VM607:1 ,30/01/2024,Wasatch BW vs La Roca EO- UYSA U14 Soccer,https://www.youtube.com/watch?v=MXWpZTrg9sI,829 views
VM607:1 ,30/01/2024,L30 Crossfire vs La Roca DB - UYSA U14 Soccer,https://www.youtube.com/watch?v=64EDNDdGLIo,"1,240 views"
VM607:1 ,30/01/2024,La Roca HW vs Forza MB - UYSA U9A Soccer,https://www.youtube.com/watch?v=a88-3e8AxKk,"2,186 views"
VM607:1 ,30/01/2024,Forza MB vs La Roca DB - UYSA U14 Soccer,https://www.youtube.com/watch?v=_9jh1dqpOao,"1,304 views"
VM607:1 ,30/01/2024,La Roca HW vs Wasatch LK - UYSA U9A Soccer,https://www.youtube.com/watch?v=Hjs14yl-Xek,"3,434 views"
VM607:1 ,30/01/2024,Strikers PP vs Forza OB-UYSA U12 Girls Soccer,https://www.youtube.com/watch?v=tjObDEspS3I,"2,913 views"
VM607:1 ,30/01/2024,Pinon vs Tapatio-Sunday League Youth Soccer,https://www.youtube.com/watch?v=YWGUkqxJvbk,"132,551 views"
VM607:1 ,30/01/2024,Strikers PP vs Wasatch SF-UYSA U15 Soccer,https://www.youtube.com/watch?v=gOw_zOZKG9Q,"1,150 views"
VM607:1 ,30/01/2024,La Roca DB vs L30 Athletico-UYSA U14 Soccer,https://www.youtube.com/watch?v=9MBC-jVoktQ,"2,413 views"
VM607:1 ,30/01/2024,LV Premier 2016 - La Roca FC vs Vegas All Boys FC-U10 Semi Final,https://www.youtube.com/watch?v=AcI5Ah5Lsb8,"2,127 views"
VM607:1 ,30/01/2024,LV Premier 2016 - United Wildcats vs TFC Tactical - U9 Tournament Soccer,https://www.youtube.com/watch?v=ekB0xTpjLi8,837 views
VM607:1 ,30/01/2024,LV Premier 2016 - La Roca FC vs Heat FC - U10 Premier soccer,https://www.youtube.com/watch?v=0HJ8P9gB_a0,"2,720 views"
VM607:1 ,30/01/2024,LV Premier 2016 - United Wildcats vs Heat FC - U9 Soccer,https://www.youtube.com/watch?v=UlLICRU0NbM,"2,457 views"
VM607:1 ,30/01/2024,LV Premier 2016 - La Roca FC vs Players SC _ U10 Premier,https://www.youtube.com/watch?v=wJAzIbhRqvY,"1,535 views"
VM607:1 ,30/01/2024,LV Premier 2016-United Wildcats vs FC New Image-U9 Soccer,https://www.youtube.com/watch?v=w4cZCg-LeGg,"1,289 views"
VM607:1 ,30/01/2024,La Roca HW vs Ogden United-U10A Indoor Soccer,https://www.youtube.com/watch?v=OU-Nb5xpduY,"1,672 views"
VM607:1 ,30/01/2024,United Wildcats OC vs La Roca HW-U9A Soccer,https://www.youtube.com/watch?v=Ctp-aTOEajQ,"3,232 views"
VM607:1 ,30/01/2024,Morgan FC vs La Roca HW - U10A indoor Soccer,https://www.youtube.com/watch?v=1yrw5pq7YBo,467 views
VM607:1 ,30/01/2024,Players Showcase 2016-La Roca FC vs Pateadores-U14 Consolation match,https://www.youtube.com/watch?v=05rygg-5YWU,813 views
VM607:1 ,30/01/2024,Players Showcase 2016-La Roca FC vs Heat FC-U13 showcase soccer,https://www.youtube.com/watch?v=gnsOPgP8pdo,"1,277 views"
VM607:1 ,30/01/2024,Players Showcase 2016-La Roca FC vs San Diego FA-U14 tournament soccer,https://www.youtube.com/watch?v=Nhb6PVDphJw,"1,326 views"
VM607:1 ,30/01/2024,Players Showcase 2016 - La Roca FC vs SC Del Sol - U14 Tournament soccer,https://www.youtube.com/watch?v=AfyK6D0J0gk,"1,196 views"
VM607:1 ,30/01/2024,Players Showcase 2016-Anaheim FC vs La Roca FC- U14 tournament soccer,https://www.youtube.com/watch?v=336MIuioqRU,"3,556 views"
VM607:1 ,30/01/2024,Pinon vs Aztlan - Championship Final - Sunday League Youth Indoor soccer,https://www.youtube.com/watch?v=lu_1RWYbre8,"196,582 views"
VM607:1 ,30/01/2024,La Roca DB vs Strikers MBM - U14 Futsal,https://www.youtube.com/watch?v=qaKif-u0GeI,"1,625 views"
VM607:1 ,30/01/2024,Aguilas vs Pinon - Semi Final match - Sunday League Youth Indoor Soccer,https://www.youtube.com/watch?v=qSQXig6BIWc,"35,021 views"
VM607:1 ,30/01/2024,La Roca HW vs L30 Tornados - U10A Indoor Soccer,https://www.youtube.com/watch?v=7F78AKcj6uM,"2,131 views"
VM607:1 ,30/01/2024,La Roca DB vs Strikers MS White - U14 Futsal,https://www.youtube.com/watch?v=7dLnnJbf5JQ,"2,118 views"
VM607:1 ,30/01/2024,Forza FC CC3 vs La Roca HW - U9/10 Futsal,https://www.youtube.com/watch?v=Ba32PBPfBDU,"1,015 views"
VM607:1 ,30/01/2024,Tapatio vs Pinon - Sunday League Youth Indoor Soccer,https://www.youtube.com/watch?v=OJe3XBl3Qi4,"119,986 views"
VM607:1 ,30/01/2024,Crossfire DE vs La Roca HW - U10A Indoor Soccer,https://www.youtube.com/watch?v=4LZFhr-3e5M,224 views
VM607:1 ,30/01/2024,La Roca HW vs Outlaws BS - U9/10 Futsal,https://www.youtube.com/watch?v=mxNAAyDGEdU,870 views
VM607:1 ,30/01/2024,La Roca HW vs Outlaws KH - U9/10 Futsal,https://www.youtube.com/watch?v=1Dnmhg4p7MA,672 views
VM607:1 ,30/01/2024,Pinon vs Peques- Sunday League Youth Indoor soccer,https://www.youtube.com/watch?v=dw8S0-9AQQk,"87,736 views"
VM607:1 ,30/01/2024,La Roca HW vs Forza CM1- U9/10 Futsal,https://www.youtube.com/watch?v=hUDxWVV-6WI,"1,313 views"
VM607:1 ,30/01/2024,La Roca HW vs Ogden United-U10A Indoor soccer,https://www.youtube.com/watch?v=SWQH3lk3AWw,596 views
VM607:1 ,30/01/2024,La Roca HW vs Real South Ogden-U9/10 Futsal.,https://www.youtube.com/watch?v=-lamm9J9mzw,946 views
VM607:1 ,30/01/2024,La Roca HW vs Morgan FC- U10A Indoor Soccer,https://www.youtube.com/watch?v=CBu2d5qc2-0,629 views
VM607:1 ,30/01/2024,La Roca HW vs Forza CM1- U10 Futsal,https://www.youtube.com/watch?v=qZVbzI-4zgk,"1,032 views"
VM607:1 ,30/01/2024,Pinon vs Aztlan-Sunday League Youth Soccer,https://www.youtube.com/watch?v=0C3T0mO4eOg,"19,842 views"
VM607:1 ,30/01/2024,Strikers PP vs Fury SC - U12 Girls Futsal,https://www.youtube.com/watch?v=19L3ysBRKuQ,"1,035 views"
VM607:1 ,30/01/2024,La Roca HW vs Forza CC1-U10 Futsal,https://www.youtube.com/watch?v=PcrARu3paTE,"1,433 views"
VM607:1 ,30/01/2024,La Roca HW vs Forza CC2-U10 Futsal,https://www.youtube.com/watch?v=X3gHz-Sxc8U,982 views
VM607:1 ,30/01/2024,Pinon vs Aguilas- Sunday League Youth Soccer,https://www.youtube.com/watch?v=t2GK4JGKXsI,"214,851 views"
VM607:1 ,30/01/2024,Strikers PP vs Outlaws ZP-U15 Futsal,https://www.youtube.com/watch?v=jWr0yymISaA,231 views
VM607:1 ,30/01/2024,Crossfire FC vs La Roca HW-U9/10 Indoor Soccer,https://www.youtube.com/watch?v=xDqkiV5f1K4,599 views
VM607:1 ,30/01/2024,President's Cup 2016- UYSA U14 La Roca DB vs Crossfire,https://www.youtube.com/watch?v=nQaiOHKwNUY,"1,098 views"
VM607:1 ,30/01/2024,President's Cup 2016- UYSA U14  La Roca HW vs Crossfire,https://www.youtube.com/watch?v=Kyl4WP7juh4,"1,164 views"
VM607:1 ,30/01/2024,President's Cup 2016- UYSA U14 La Roca DB vs HVSC Storm,https://www.youtube.com/watch?v=gq8ofT2HoFY,393 views
VM607:1 ,30/01/2024,President's Cup 2016-UYSA U14 Elite FC vs La Roca DB,https://www.youtube.com/watch?v=c521-kN-WTU,717 views
VM607:1 ,30/01/2024,President's Cup 2016 - UYSA U9 Semi Final - La Roca HW vs Wasatch SD,https://www.youtube.com/watch?v=jMeA5w9-VVE,"18,848 views"
VM607:1 ,30/01/2024,President's Cup 2016- UYSA U9 La Roca HW vs Wasatch JD,https://www.youtube.com/watch?v=6eDMjHJD3Os,"3,123 views"
VM607:1 ,30/01/2024,President's Cup 2016-UYSA U9 Impact EJR vs La Roca HW,https://www.youtube.com/watch?v=qNVu0wb6LYU,"2,891 views"
VM607:1 ,30/01/2024,La Roca HW vs Rebels-U10A Indoor Soccer 1-4-16,https://www.youtube.com/watch?v=lZ5CAfwAuHY,119 views
VM607:1 ,30/01/2024,La Roca HW vs L30 Tornados-U10A Indoor Soccer 1-2-16,https://www.youtube.com/watch?v=hsZR6zC-Pk4,179 views
VM607:1 ,30/01/2024,The Best of Lance- U8/9 soccer compilation,https://www.youtube.com/watch?v=AywFP3hfQhc,"3,311 views"
VM607:1 ,30/01/2024,La Roca HW vs Aggies FC-U10A Indoor Soccer 12-29-15,https://www.youtube.com/watch?v=VG0qqiCzQvQ,573 views
VM607:1 ,30/01/2024,La Roca DT vs La Roca HW-U10 Indoor Soccer 12-26-15,https://www.youtube.com/watch?v=frTcGDQE-pk,672 views
VM607:1 ,30/01/2024,Pinon vs Aztlan- Sunday league  youth soccer 12-20-15,https://www.youtube.com/watch?v=LCrWQ0CjAOs,"23,798 views"
VM607:1 ,30/01/2024,La Roca HW vs Ogden United-U10 Indoor Soccer 12-12-15,https://www.youtube.com/watch?v=vqsIUQpFqKI,"1,452 views"
VM607:1 ,30/01/2024,Utah United vs La Roca RJ-U9 Indoor Soccer 12-8-15,https://www.youtube.com/watch?v=nW_EJkFMjTg,"3,490 views"
VM607:1 ,30/01/2024,Pinon vs Aztlan - Semi Final 12-6-15,https://www.youtube.com/watch?v=805w-MC3ux4,"114,420 views"
VM607:1 ,30/01/2024,La Roca RJ vs Rush FC-U9B Semi Final 12-1-15,https://www.youtube.com/watch?v=wXM-sNhRxW0,"1,340 views"
VM607:1 ,30/01/2024,Rebels vs La Roca HW- U9/10 Indoor Soccer 11-28-15,https://www.youtube.com/watch?v=blPlGyR6OZ4,708 views
VM607:1 ,30/01/2024,Tigers vs La Roca RJ- U9 Indoor Soccer 11-24-15,https://www.youtube.com/watch?v=wCNxXZRBS_k,"2,402 views"
VM607:1 ,30/01/2024,Pinon vs Aguilas - U9/10 Sunday League Soccer,https://www.youtube.com/watch?v=0-NMzq8Xs6Y,"14,515 views"
VM607:1 ,30/01/2024,La Roca KP vs La Roca RJ-U9 Indoor Soccer 11-17-15,https://www.youtube.com/watch?v=IJlJ4-wLSv4,986 views
VM607:1 ,30/01/2024,L30 Tornados vs La Roca HW- U9/10 Indoor Soccer 11-14-15,https://www.youtube.com/watch?v=YH0N7lQU5eg,681 views
VM607:1 ,30/01/2024,La Roca DB vs L30 Titans Green-U14 Soccer 10-24-15,https://www.youtube.com/watch?v=Lg843TasoUE,992 views
VM607:1 ,30/01/2024,United Wildcats OC vs La Roca HW-U9 Soccer 10-24-15,https://www.youtube.com/watch?v=tuaMyV6tHjQ,"5,212 views"
VM607:1 ,30/01/2024,Strikers PP vs NUU Storm-U12 Girls Soccer 10-24-15,https://www.youtube.com/watch?v=YbnzQP0KPL0,"2,371 views"
VM607:1 ,30/01/2024,Wasatch MJ vs La Roca RJ - U9 soccer 10-21-15,https://www.youtube.com/watch?v=H5OMv-RZdSg,"1,937 views"
VM607:1 ,30/01/2024,La Roca HW vs Outlaws BY-U9 Soccer 10-12-15,https://www.youtube.com/watch?v=SLqM5Kq5EsM,"3,465 views"
VM607:1 ,30/01/2024,La Roca HW vs United Wildcats CB-U9 Soccer,https://www.youtube.com/watch?v=eAXcS59GEjY,"4,357 views"
VM607:1 ,30/01/2024,La Roca RH vs La Roca HW-U9 Soccer 10-7-15,https://www.youtube.com/watch?v=oQrYKJpih7s,"6,588 views"
VM607:1 ,30/01/2024,Strikers PP vs L30 Fury SCG-U12 Girls Soccer 10-6-15,https://www.youtube.com/watch?v=qN4G9b8aBBU,"16,356 views"
VM607:1 ,30/01/2024,La Roca TC vs DC Lyons MT-U10 Soccer 10-5-15,https://www.youtube.com/watch?v=sQRGTqNgCx0,560 views
VM607:1 ,30/01/2024,Strikers MLS vs La Roca DB - U14 Soccer 9-30-14,https://www.youtube.com/watch?v=WC9N-zSUFSE,"2,377 views"
VM607:1 ,30/01/2024,La Roca HW vs Wasatch JD-U9 Soccer 9-26-15,https://www.youtube.com/watch?v=p29PEaXyoxU,"1,903 views"
VM607:1 ,30/01/2024,Forza SM vs La Roca DB-U14 Soccer 9-26-15,https://www.youtube.com/watch?v=qkc--hzewsQ,925 views
VM607:1 ,30/01/2024,Wasatch SD vs La Roca HW - U9 Soccer 9-21-15,https://www.youtube.com/watch?v=MwYBkB9VyQo,"5,523 views"
VM607:1 ,30/01/2024,L30 Barca vs La Roca HW - U9 Soccer 9-14-15,https://www.youtube.com/watch?v=WbkqCJgWPQQ,"3,758 views"
VM607:1 ,30/01/2024,La Roca HW vs Wasatch LK-U9 soccer 9-12-15,https://www.youtube.com/watch?v=fTyoNbClmBo,"7,606 views"
VM607:1 ,30/01/2024,Forza KR vs La Roca DB-U14 Soccer 9-12-15,https://www.youtube.com/watch?v=cVF-5EXTfiU,"1,045 views"
VM607:1 ,30/01/2024,La Roca TC vs Outlaws BS - U10 Soccer 9-11-15,https://www.youtube.com/watch?v=us9jUKu9Jjw,"3,393 views"
VM607:1 ,30/01/2024,Mayors Cup 2015 - U9 Gold Championship Final 9-7-15,https://www.youtube.com/watch?v=kzl-IKqX7Vw,"4,586 views"
VM607:1 ,30/01/2024,La Roca HW vs Barca FC - U9 Soccer 9-5-15,https://www.youtube.com/watch?v=AxMFUcBn7ns,"4,264 views"
VM607:1 ,30/01/2024,La Roca HW vs Ascent FC KH - U9 Soccer 9-4-15,https://www.youtube.com/watch?v=tWVQaaV4OqQ,"3,405 views"
VM607:1 ,30/01/2024,La Roca HW vs La Roca RH-U9 soccer 9-3-15,https://www.youtube.com/watch?v=zOKJX4mu_hM,"6,661 views"
VM607:1 ,30/01/2024,La Roca HW vs Vipers BN/CD-U9 Soccer 8-29-15,https://www.youtube.com/watch?v=JG7PyV0UB-k,"2,701 views"
VM607:1 ,30/01/2024,La Roca DB vs Wasatch Warriors JEM-U14 soccer 8-29-15,https://www.youtube.com/watch?v=J0JrSlwLz3Y,632 views
VM607:1 ,30/01/2024,Strikers PP vs Rampage Black RB-U15 Soccer 8-24-15,https://www.youtube.com/watch?v=v6FRwDXIy5M,"1,033 views"
VM607:1 ,30/01/2024,Strikers PP vs L30 Ogden Storm-U15 Soccer 8-15-15,https://www.youtube.com/watch?v=0rvBwJ_pLBo,370 views
VM607:1 ,30/01/2024,L30 Tigers FC vs La Roca HW-U9 soccer 8-14-15,https://www.youtube.com/watch?v=Fi83FF97dhI,"2,564 views"
VM607:1 ,30/01/2024,Strikers MLS vs La Roca DB-U14 soccer 8-14-15,https://www.youtube.com/watch?v=5ASsQwDsYF0,727 views
VM607:1 ,30/01/2024,Vipers BN/CD vs La Roca HW-U9 soccer 8-11-15,https://www.youtube.com/watch?v=eOZCIiiFrjg,"2,432 views"
VM607:1 ,30/01/2024,La Roca DB vs Wolverines II-U14 Soccer 8-11-15,https://www.youtube.com/watch?v=Pqzqp1p7YI0,746 views
VM607:1 ,30/01/2024,La Roca DB vs Pride SC Copa-U14 Soccer 8-2-15,https://www.youtube.com/watch?v=3mFNTx55PJQ,571 views
VM607:1 ,30/01/2024,Rush Pikes Peak vs La Roca DB-U14 Soccer 8-1-15,https://www.youtube.com/watch?v=LQYHmjLyoD8,762 views
VM607:1 ,30/01/2024,La Roca DB vs Casa Thunders-U14 Soccer 7-31-15,https://www.youtube.com/watch?v=ud11FTUaMps,"2,279 views"
VM607:1 ,30/01/2024,United SC Premier vs La Roca DB-U14 tournament soccer,https://www.youtube.com/watch?v=ZJCESeQY5sA,"29,547 views"
VM607:1 ,30/01/2024,United Wildcats vs La Roca HW-U9 soccer 7-18-15,https://www.youtube.com/watch?v=4RdiQ0ROVl4,"2,534 views"
VM607:1 ,30/01/2024,La Roca HW vs La Roca RH- U9 soccer 7-16-15,https://www.youtube.com/watch?v=4hEPPa4gY88,"1,412 views"
VM607:1 ,30/01/2024,La Roca HW vs Wasatch Fire JD-U9 soccer 7-15-15,https://www.youtube.com/watch?v=E50Db3EAdwY,"1,334 views"
VM607:1 ,30/01/2024,La Roca DB vs Blast Royal-U14 soccer 7-17-15,https://www.youtube.com/watch?v=JTZiiqw32q4,"1,310 views"
VM607:1 ,30/01/2024,La Roca DB vs La Roca HW - U14 Soccer 7-17-15,https://www.youtube.com/watch?v=NFKlh1irLyo,670 views
VM607:1 ,30/01/2024,La Roca DB vs Wasatch Warriors-U14 soccer 7-15-15,https://www.youtube.com/watch?v=dBBLqOCwE8Q,964 views
VM607:1 ,30/01/2024,La Roca HW vs Wolverines DA- U9 Soccer 7-10-15,https://www.youtube.com/watch?v=S5kOslmBZlM,"2,962 views"
VM607:1 ,30/01/2024,La Roca HW vs Wasatch LK- U9 Soccer 7-9-15,https://www.youtube.com/watch?v=6--1IkWgJvY,"1,751 views"
